source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,bp_rp,radial_velocity,l,b,non_single_star,has_epoch_rv,teff_gspphot,logg_gspphot,distance_gspphot,ebpminrp_gspphot,dist_5,dist_95,cluster_id
598692744273685504,132.97778201755,11.315910868731605,0.846515636085464,0.20592672,4.1107616,1.422843306081755,0.22437546,1.3019286677799673,0.15394947,18.483349,241.37080099038465,9.299212,793.41882056275,13.177282,1.8826904,,216.2872069916297,31.828294251188566,0,False,3632.5027,4.6066,557.9094,0.0815,0.9734112815167312,3.141741047616554,1
598692808698251264,132.97118561340125,11.319023563343617,1.6402238302649628,0.30724496,5.338489,10.272690537860363,0.3493656,-24.212985683662147,0.23809919,19.190647,93.85383046932029,6.59469,460.4590923673536,8.009611,2.3174934,,216.28066666100744,31.82375054595133,0,False,,,,,0.5155992001575171,1.1941349344721368,1
598695007721506432,132.79455651589632,11.317110909195504,1.1369567096257729,0.09508543,11.957212,-11.08653071070004,0.097653955,-2.906036538699799,0.07026389,17.255587,797.0903562396227,10.946175,2276.1699648311373,12.196523,1.7298908,,216.1965547284848,31.666005425593617,0,False,4325.351,4.5296,958.1476,0.2492,0.7889032963815713,1.0508182951302496,1
598695660556535168,132.94345422000504,11.314128731833812,0.9597037564924916,0.042685907,22.482918,-3.0080265076428527,0.047963012,-13.68944090363977,0.035840224,15.863157,4184.666906565582,12.024577,6162.408482745317,11.644714,1.01087,,216.2723475342845,31.797041027930145,0,False,5175.7554,4.609,897.8468,0.04,0.9766390103670908,1.1323111992894948,1
598695832355229568,132.95227406304593,11.339565944610056,1.570168755908445,0.40238887,3.9021177,-2.9108884035991065,0.43677428,-1.3907763001679745,0.31345284,19.514935,72.74687336343999,6.005762,378.43381330218847,8.279879,2.3810844,,216.2495295202116,31.815636971893905,0,False,,,,,0.5479372493553081,3.0704024549699565,1
598696107233137920,132.91781943324006,11.356187999623916,0.9534829795609596,0.19481283,4.894354,-11.248297927345629,0.20800611,-3.03367183451816,0.15709248,18.447086,209.6898972310109,9.51848,872.8028571392103,9.568306,2.1389942,,216.2149994530953,31.79205123842232,0,False,3556.4333,4.4868,589.4038,0.1587,0.8726799209707845,2.155974807799525,1
598696145887786368,132.92985954517087,11.36988592516581,0.9763747240990812,0.090287834,10.814023,19.3451516263604,0.09709062,-50.167025498845206,0.081032686,17.270866,903.4793564146228,9.774616,2033.3402725636151,10.084464,1.4713745,,216.20626250052973,31.80853859216049,0,False,4285.494,4.6731,911.9543,0.0158,0.9101702414993332,1.2526500583380895,1
598697034950478720,132.87528081358315,11.377632780704342,1.939603581141316,0.44708744,4.3383093,7.535703393635799,0.47058108,-11.574269393521885,0.38573843,19.673689,59.20286208049393,4.329303,315.99763963549293,6.036737,2.4090004,,216.171405141448,31.76331589187569,0,False,,,,,0.4410679827390206,1.960001909935289,1
598697142320182144,132.8895678346627,11.395201985125322,0.9965951524238206,0.29764462,3.3482718,0.3444601945444749,0.30731606,-2.0843783829414493,0.24008544,19.086405,98.15506848270208,5.4280934,494.5113500022501,6.6872005,2.3463058,,216.159631859463,31.783432099379773,0,False,,,,,0.8483781494736327,4.467511007256419,1
598880107927158912,132.5338028715499,11.297474199858906,1.025821501251674,0.07640096,13.426814,12.674832013124602,0.08044437,-24.3716829858235,0.06138738,17.191774,860.087163566896,9.153954,2360.565117860552,11.239208,1.6868305,,216.09055354251336,31.42599806231207,0,False,4182.029,4.5166,990.4334,0.1232,0.8823005326964682,1.1361042701419026,1
598880863841394560,132.5792046096749,11.369499851014927,1.5709841094162085,0.3771927,4.1649375,-5.244872125635328,0.39579114,-13.845860194550196,0.31407353,19.704252,62.66158722378351,10.394414,319.1138176791473,7.1028004,2.3580074,,216.03607687923449,31.496780226644063,0,False,,,,,0.5423187349582957,2.419201957037212,1
598880928265724800,132.50831190930367,11.3193021416344,0.9342959446001856,0.1857067,5.0310297,-19.229740915432423,0.20066357,-9.176238285713197,0.15364173,18.669918,187.80653321095045,7.033585,647.5572738231706,8.246992,1.9345665,,216.05499049883795,31.41257331047988,0,False,3504.4724,4.6066,597.8641,0.0139,0.8911428960153064,2.1057842719243576,1
598881478021553664,132.5433884597207,11.357925464666106,1.6574619484100996,0.38854364,4.2658324,-8.464824429390802,0.43025276,-8.382696551740572,0.36624476,19.743446,59.89782145999423,5.6350403,281.21123477901926,8.678971,2.269699,,216.03099134863604,31.46006306650716,0,False,,,,,0.5138855536901576,2.1823958731209485,1
598882371374732544,132.68490576482347,11.3084596333456,1.2252421507812812,0.21896264,5.595668,-10.970324417182098,0.23255727,-2.6991538237107613,0.18094352,18.760439,144.6452909580504,7.2848096,660.0390529150525,8.449738,2.2388115,,216.1523636663024,31.56491504352356,0,False,3433.6545,4.613,475.0431,0.1038,0.6879438544666009,1.4537209666929836,1
598882371374735744,132.69103516118943,11.316839043875422,1.008583017721466,0.20269568,4.9758487,-11.11914082463316,0.21692336,-2.770043447661928,0.15665737,18.761429,165.10226070438875,6.80642,668.0456867725711,10.095655,2.1082783,,216.1464343930608,31.57390491983661,0,False,3446.1333,4.802,581.4521,0.0156,0.8270770754030524,2.011776731073945,1
598883642685066368,132.71458297385024,11.344366613383611,0.850276120394173,0.23482104,3.6209538,-10.95966702917347,0.25303575,-2.882188430032881,0.17702289,18.973618,133.5357562058853,8.858441,551.010218693546,8.662067,2.129551,,216.1286055681184,31.60646595506024,0,False,3337.152,4.6144,443.0297,0.0051,0.971455857399158,3.9612352192443296,1
598885158808652288,132.8515771959019,11.423345603341687,1.24026658671013,0.13423482,9.23953,5.978385168360116,0.1363177,-16.278010329102507,0.10831623,17.922426,376.0376433768035,6.4655037,1328.9285466606525,7.3986006,1.9613209,,216.11112894312345,31.76155546597539,0,False,3697.5496,4.8589,504.1452,0.1385,0.7075884828849355,1.0378623778597644,1
