source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,bp_rp,radial_velocity,l,b,non_single_star,has_epoch_rv,teff_gspphot,logg_gspphot,distance_gspphot,ebpminrp_gspphot,dist_5,dist_95,cluster_id
6423486945402834176,300.04533394193004,-69.31880385527008,0.92661568765994,0.12040813,7.6956234,4.547692234734468,0.09235747,-6.56384916075822,0.1283829,18.337181,273.843836506441,6.9278207,846.8247225208261,6.9159417,1.8163738,,326.1888946308389,-31.2968115924402,0,False,3652.836,4.3462,635.3564,0.0087,0.9292317022109128,1.4903714742335756,4
6423495741495850368,299.2513445107533,-69.32379936019609,0.712706168174328,0.12858833,5.5425415,3.92063181547111,0.09640599,-3.549949145894269,0.14376228,18.437778,303.95385018245526,6.7219405,790.1170241565977,7.641018,1.6278553,,326.21351707002015,-31.01718266185708,0,False,3974.5654,4.8492,883.0554,0.0434,1.1664556801884955,2.37604403219788,4
6423495745792360448,299.24177400555175,-69.32236807767067,0.7403966143004556,0.03951447,18.737352,12.135656014280812,0.029795168,-11.50246086530683,0.042501587,16.342644,2591.275311334763,6.944518,4088.534258400062,6.823896,1.085782,,326.2155209427121,-31.013939355099705,0,False,4997.5913,4.6331,986.9153,0.0378,1.2512385203621064,1.4951207141689848,4
6423495745793017472,299.24524956681654,-69.31624553932234,1.924196447579156,0.5763483,3.3386,6.45067814694913,0.45239565,5.372397196737572,0.6726531,20.340631,34.05949507125433,5.065181,195.8574535363559,6.022099,2.4899006,,326.22251487419044,-31.015689659627306,0,False,,,,,0.4811017762660581,5.003260374094813,4
6423495913294545280,299.40738990210133,-69.32104913573092,0.8141939090920749,0.10730646,7.5875573,1.5782266267938074,0.08034699,4.748780633269752,0.112147465,17.699013,576.7596408531452,6.107573,1539.9627316177782,8.433818,1.6569347,,326.21108067107343,-31.07231272105292,0,False,4074.9246,4.7275,804.1845,0.0919,1.0544341726190112,1.7006143790275474,4
6423495913294713984,299.40169586554845,-69.31251595539005,0.7295223948814861,0.1749899,4.16894,9.138065942752366,0.13194686,-16.130537948156167,0.19873354,18.869581,154.76789948555222,6.136246,576.3881526939064,5.6249986,2.0182323,,326.221212398259,-31.0710672069961,0,False,3670.6243,4.9106,654.8799,0.1683,1.119368633886889,3.3168615193569577,4
6423497223261082496,299.93670119421193,-69.32347580726119,0.7456499406303587,0.07049055,10.578013,4.906520231536961,0.054054383,-4.041187649640328,0.0716319,15.4291935,6418.022914185803,9.6782875,9274.244784370923,9.498863,0.9903393,,326.18787940989256,-31.25817644632045,0,False,5100.632,2.664,7878.1465,0.0064,1.187396195152956,1.6444207959205963,4
6423497253324346752,299.9668841659486,-69.31656443958147,0.7002282985546743,0.13077499,5.3544507,-1.845711516002157,0.09730271,-1.953235934230982,0.13320051,18.505157,225.1949377837936,7.511027,760.7686583732725,6.9914374,1.9123821,,326.19470509259247,-31.269460994418026,0,False,4109.519,4.3423,1823.7782,0.2612,1.1830352718764203,2.4916441068182134,4
6423497498138992640,299.9053299106654,-69.30018860491737,0.7540664218877714,0.042414673,17.778433,7.332596227180323,0.03353461,-19.645310556386978,0.04188393,16.578556,2043.267575506436,9.135401,3363.314407299988,6.6200657,1.131752,,326.21625213809466,-31.24941235326525,0,False,4807.4424,4.4628,1302.3472,0.021,1.2242875805104807,1.477511401919837,4
6423497906159366144,299.6434826622041,-69.3267974352784,0.757715842898971,0.18378551,4.1228266,-4.815571903770455,0.13866234,2.4750932139493784,0.21405484,18.971008,140.27018759540246,5.2898545,526.2864559644617,5.893079,2.026289,,326.19554617295546,-31.154806022194595,0,False,3586.539,4.8654,725.8247,0.1017,1.0799323618816838,3.3069599703116266,4
