distance_kpc,ra_center,dec_center,radius_deg,radius_pc,n_members,source_file
1.2589254117941673,307.6574910801184,-19.62092878615478,0.33288258159872924,7.314227063139942,220,cluster_d1.26kpc_ra307.6575_dec-19.6209_id31.csv
1.4125375446227553,6.000241331449794,-72.0771035213187,0.48994456231339645,12.078814442055311,433,cluster_d1.41kpc_ra6.0002_dec-72.0771_id1.csv
1.4125375446227553,297.6295299737617,-56.28917413008451,0.3703755808056148,9.131028811292024,274,cluster_d1.41kpc_ra297.6295_dec-56.2892_id2.csv
1.4125375446227553,298.7416425884369,-56.50391846514491,0.2817284639776403,6.9455732366194995,179,cluster_d1.41kpc_ra298.7416_dec-56.5039_id3.csv
1.4125375446227553,298.5925489907009,-53.0699056633337,0.27054406300057354,6.669839379283377,156,cluster_d1.41kpc_ra298.5925_dec-53.0699_id4.csv
1.4125375446227553,302.3788144487397,-44.74015351226998,0.2730243156338528,6.730986116345509,161,cluster_d1.41kpc_ra302.3788_dec-44.7402_id5.csv
1.4125375446227553,300.3278748243617,-42.40466223005308,0.39412112669124016,9.71643798743125,302,cluster_d1.41kpc_ra300.3279_dec-42.4047_id6.csv
1.4125375446227553,300.49556402648176,-41.57054836657383,0.30776101418355195,7.5873649158780205,197,cluster_d1.41kpc_ra300.4956_dec-41.5705_id7.csv
1.4125375446227553,302.34219281290495,-36.89680381302629,0.27052506924142783,6.669371117953573,156,cluster_d1.41kpc_ra302.3422_dec-36.8968_id8.csv
1.4125375446227553,305.8977889331674,-25.772203033121496,0.2765744922759616,6.818510151093591,162,cluster_d1.41kpc_ra305.8978_dec-25.7722_id9.csv
1.4125375446227553,305.75009803421494,-24.54513786593207,0.41034681676375323,10.116456917439946,337,cluster_d1.41kpc_ra305.7501_dec-24.5451_id10.csv
1.584893192461114,6.023469111774669,-72.06899726147503,0.4835743282586902,13.376441815075738,507,cluster_d1.58kpc_ra6.0235_dec-72.0690_id1.csv
1.584893192461114,301.7472622528243,-69.37450663180375,0.25427914986864897,7.033769276489259,140,cluster_d1.58kpc_ra301.7473_dec-69.3745_id2.csv
1.584893192461114,302.44750160749976,-36.921402846064545,0.2527999393732983,6.992851940793302,149,cluster_d1.58kpc_ra302.4475_dec-36.9214_id3.csv
1.7782794100389225,81.64546404129376,-69.76469951524719,0.4453331361140148,13.821729162071932,492,cluster_d1.78kpc_ra81.6455_dec-69.7647_id1.csv
1.7782794100389225,78.8643403004765,-69.33631670863349,0.3553225026611821,11.0280843680922,303,cluster_d1.78kpc_ra78.8643_dec-69.3363_id2.csv
1.7782794100389225,6.015522191902266,-72.07407416421128,0.43762752976253777,13.582571562103018,621,cluster_d1.78kpc_ra6.0155_dec-72.0741_id3.csv
1.7782794100389225,298.96771728605364,-49.128173145483274,0.2152671849001223,6.681211178521855,127,cluster_d1.78kpc_ra298.9677_dec-49.1282_id4.csv
1.9952623149688808,80.53884037303405,-69.63970662562886,1.2505579488141656,43.54930099840881,2259,cluster_d2.00kpc_ra80.5388_dec-69.6397_id1.csv
1.9952623149688808,6.00971255040003,-72.07869294356473,0.3662780733624443,12.755229840491554,743,cluster_d2.00kpc_ra6.0097_dec-72.0787_id2.csv
