# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Wed Sep 27 22:19:33 CEST 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.01471 0.00000 10.07918 0.9818018675 2.4690246976    0.915  3.281  3.5063  0.095    3  0.000  0.466   133.95    70.03    44.48    35.51    28.94  1 -2.23e-08      0.00 6.954e-01 2.901e-01 2.234e-03 1.063e-03 6.393e-03 -1.000 1.455e-02 -3.433 -1.310 1.182 1.216 -2.699
0.01471 0.00000 10.07918 0.9818071723 2.4690258560    0.909  3.314  3.5020  0.043    3  0.000  0.466   149.42    76.88    48.63    38.88    31.69  1 -2.56e-08      0.00 6.954e-01 2.901e-01 2.234e-03 1.063e-03 6.393e-03 -1.000 1.455e-02 -3.514 -1.256 1.350 1.382 -2.669
0.01471 0.00000 10.07918 0.9818122387 2.4690269623    0.903  3.346  3.4977 -0.009    3  0.000  0.466   163.87    84.35    53.12    42.54    34.68  1 -2.93e-08      0.00 6.954e-01 2.901e-01 2.234e-03 1.063e-03 6.393e-03 -1.000 1.455e-02 -3.595 -1.201 1.508 1.538 -2.636
0.01471 0.00000 10.07918 0.9818180203 2.4690282247    0.895  3.382  3.4928 -0.069    3  0.000  0.466   178.99    93.74    58.74    47.14    38.43  1 -3.43e-08      0.00 6.954e-01 2.901e-01 2.234e-03 1.063e-03 6.394e-03 -1.000 1.455e-02 -3.685 -1.144 1.667 1.695 -2.601
0.01471 0.00000 10.07918 0.9818215966 2.4690290056    0.890  3.404  3.4898 -0.105    3  0.000  0.466   188.89    99.98    62.46    50.18    40.92  1 -3.77e-08      0.00 6.954e-01 2.901e-01 2.234e-03 1.063e-03 6.394e-03 -1.000 1.455e-02 -3.740 -1.109 1.761 1.787 -2.580
0.01471 0.00000 10.07918 0.9818215966 2.4690290056    0.890  1.667  3.6682  2.345    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.603 0.681 1.236 1.280 -0.007
0.01471 0.00000 10.07918 0.9819001555 2.4690461574    0.890  1.675  3.6677  2.335    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.583 0.663 1.219 1.264 -0.026
0.01471 0.00000 10.07918 0.9819724560 2.4690619401    0.890  1.678  3.6675  2.332    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.575 0.655 1.212 1.257 -0.034
0.01471 0.00000 10.07918 0.9820460677 2.4690780062    0.890  1.678  3.6678  2.333    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.576 0.655 1.211 1.256 -0.034
0.01471 0.00000 10.07918 0.9821201563 2.4690941736    0.890  1.675  3.6682  2.337    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.582 0.659 1.214 1.259 -0.029
0.01471 0.00000 10.07918 0.9821923375 2.4691099220    0.890  1.672  3.6688  2.342    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.589 0.664 1.218 1.262 -0.022
0.01471 0.00000 10.07918 0.9822681546 2.4691264609    0.890  1.669  3.6694  2.348    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.597 0.670 1.221 1.266 -0.015
0.01471 0.00000 10.07918 0.9823420048 2.4691425679    0.890  1.666  3.6699  2.353    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.604 0.676 1.225 1.269 -0.008
0.01471 0.00000 10.07918 0.9824169874 2.4691589191    0.891  1.663  3.6705  2.358    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.612 0.681 1.229 1.273 -0.001
0.01471 0.00000 10.07918 0.9824914932 2.4691751634    0.891  1.660  3.6710  2.363    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.619 0.686 1.233 1.277 0.005
0.01471 0.00000 10.07918 0.9825682640 2.4691918986    0.891  1.658  3.6714  2.368    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.625 0.691 1.236 1.280 0.011
0.01471 0.00000 10.07918 0.9826487899 2.4692094491    0.891  1.656  3.6719  2.372    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.631 0.695 1.239 1.283 0.016
0.01471 0.00000 10.07918 0.9827295542 2.4692270482    0.891  1.654  3.6723  2.375    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.636 0.699 1.241 1.285 0.020
0.01471 0.00000 10.07918 0.9828084111 2.4692442286    0.891  1.652  3.6726  2.378    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.640 0.702 1.243 1.287 0.024
0.01471 0.00000 10.07918 0.9828342199 2.4692498508    0.891  1.652  3.6727  2.379    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.641 0.702 1.244 1.288 0.025
0.01471 0.00000 10.07918 0.9828588963 2.4692552259    0.891  1.651  3.6728  2.380    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.642 0.703 1.244 1.288 0.026
0.01471 0.00000 10.07918 0.9829353690 2.4692718818    0.891  1.650  3.6731  2.382    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.645 0.705 1.245 1.289 0.028
0.01471 0.00000 10.07918 0.9830096364 2.4692880546    0.891  1.649  3.6733  2.384    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.646 0.706 1.245 1.289 0.030
0.01471 0.00000 10.07918 0.9830808640 2.4693035627    0.891  1.649  3.6735  2.385    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.648 0.707 1.246 1.290 0.031
0.01471 0.00000 10.07918 0.9831574559 2.4693202358    0.891  1.649  3.6736  2.386    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.648 0.706 1.245 1.289 0.031
0.01471 0.00000 10.07918 0.9832298756 2.4693359980    0.891  1.649  3.6736  2.386    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.647 0.705 1.244 1.288 0.030
0.01471 0.00000 10.07918 0.9833041430 2.4693521596    0.892  1.650  3.6737  2.385    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.645 0.704 1.242 1.286 0.029
0.01471 0.00000 10.07918 0.9833769202 2.4693679942    0.892  1.651  3.6736  2.384    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.642 0.701 1.239 1.283 0.026
0.01471 0.00000 10.07918 0.9833820462 2.4693691094    0.892  1.651  3.6736  2.383    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.642 0.701 1.239 1.283 0.025
0.01471 0.00000 10.07918 0.9834251404 2.4693784842    0.892  1.652  3.6735  2.382    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.640 0.698 1.237 1.281 0.023
0.01471 0.00000 10.07918 0.9834970236 2.4693941199    0.892  1.654  3.6734  2.380    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.635 0.694 1.233 1.277 0.018
0.01471 0.00000 10.07918 0.9835686684 2.4694097010    0.892  1.657  3.6732  2.376    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.628 0.688 1.228 1.272 0.012
0.01471 0.00000 10.07918 0.9836385250 2.4694248908    0.892  1.660  3.6729  2.372    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.620 0.681 1.222 1.266 0.004
0.01471 0.00000 10.07918 0.9837105870 2.4694405575    0.892  1.664  3.6725  2.367    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.611 0.673 1.215 1.259 -0.004
0.01471 0.00000 10.07918 0.9837824106 2.4694561698    0.892  1.669  3.6720  2.360    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.599 0.662 1.206 1.250 -0.017
0.01471 0.00000 10.07918 0.9838539362 2.4694717146    0.892  1.675  3.6714  2.352    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.583 0.649 1.194 1.239 -0.031
0.01471 0.00000 10.07918 0.9839251637 2.4694871921    0.892  1.681  3.6708  2.342    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.567 0.635 1.182 1.227 -0.047
0.01471 0.00000 10.07918 0.9839959741 2.4695025764    0.892  1.689  3.6700  2.332    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.548 0.619 1.168 1.213 -0.065
0.01471 0.00000 10.07918 0.9840676188 2.4695181394    0.892  1.694  3.6695  2.325    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.536 0.608 1.159 1.204 -0.077
0.01471 0.00000 10.07918 0.9841409326 2.4695340623    0.893  1.709  3.6680  2.303    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.497 0.575 1.131 1.176 -0.114
0.01471 0.00000 10.07918 0.9842120409 2.4695495035    0.893  1.736  3.6655  2.267    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.431 0.518 1.082 1.127 -0.177
0.01471 0.00000 10.07918 0.9842644334 2.4695608790    0.893  1.773  3.6620  2.216    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.338 0.439 1.014 1.060 -0.265
0.01471 0.00000 10.07918 0.9842924476 2.4695669608    0.893  1.810  3.6584  2.164    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.245 0.360 0.946 0.993 -0.353
0.01471 0.00000 10.07918 0.9843077064 2.4695702733    0.893  1.848  3.6548  2.112    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.149 0.279 0.878 0.925 -0.443
0.01471 0.00000 10.07918 0.9843159318 2.4695720589    0.893  1.887  3.6513  2.059    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 0.053 0.198 0.809 0.857 -0.533
0.01471 0.00000 10.07918 0.9843202829 2.4695730035    0.893  1.924  3.6478  2.007    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.041 0.119 0.743 0.791 -0.621
0.01471 0.00000 10.07918 0.9843227863 2.4695735469    0.893  1.962  3.6443  1.956    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.136 0.041 0.677 0.725 -0.707
0.01471 0.00000 10.07918 0.9843244553 2.4695739092    0.893  1.999  3.6411  1.906    4  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.226 -0.034 0.612 0.661 -0.791
0.01471 0.00000 10.07918 0.9843254685 2.4695741291    0.893  2.028  3.6385  1.867    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.299 -0.094 0.561 0.610 -0.856
0.01471 0.00000 10.07918 0.9843257070 2.4695741809    0.893  2.036  3.6377  1.856    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.320 -0.111 0.547 0.596 -0.875
0.01471 0.00000 10.07918 0.9843268394 2.4695744267    0.893  2.076  3.6342  1.801    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.421 -0.193 0.476 0.525 -0.966
0.01471 0.00000 10.07918 0.9843279719 2.4695746726    0.893  2.117  3.6306  1.746    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.523 -0.278 0.404 0.453 -1.058
0.01471 0.00000 10.07918 0.9843296409 2.4695750348    0.893  2.171  3.6259  1.674    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.656 -0.385 0.312 0.362 -1.176
0.01471 0.00000 10.07918 0.9843326211 2.4695756818    0.893  2.175  3.6256  1.669    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.667 -0.393 0.304 0.354 -1.185
0.01471 0.00000 10.07918 0.9843381047 2.4695768721    0.893  2.119  3.6306  1.744    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-30      0.00 6.964e-01 2.890e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.456e-02 -0.527 -0.281 0.400 0.449 -1.061
0.01471 0.00000 10.07918 0.9843840003 2.4695868341    0.892  2.093  3.6327  1.778    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -5.76e-14      0.00 6.964e-01 2.879e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.566e-02 -0.463 -0.228 0.446 0.495 -1.004
0.01471 0.00000 10.07918 0.9844240546 2.4695955273    0.891  2.133  3.6291  1.723    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -9.82e-10      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -0.562 -0.308 0.378 0.427 -1.092
0.01471 0.00000 10.07918 0.9844557047 2.4696023959    0.889  2.175  3.6254  1.666    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -0.667 -0.392 0.307 0.356 -1.184
0.01471 0.00000 10.07918 0.9844822884 2.4696081646    0.888  2.215  3.6218  1.610    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -0.769 -0.474 0.236 0.286 -1.274
0.01471 0.00000 10.07918 0.9845051765 2.4696131311    0.886  2.257  3.6182  1.554    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -0.871 -0.555 0.166 0.216 -1.364
0.01471 0.00000 10.07918 0.9845249653 2.4696174249    0.885  2.298  3.6145  1.497    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -0.975 -0.636 0.097 0.147 -1.453
0.01471 0.00000 10.07918 0.9845421314 2.4696211494    0.883  2.339  3.6108  1.440    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -1.078 -0.716 0.033 0.084 -1.544
0.01471 0.00000 10.07918 0.9845573306 2.4696244471    0.881  2.381  3.6072  1.383    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -1.182 -0.795 -0.028 0.023 -1.634
0.01471 0.00000 10.07918 0.9845706820 2.4696273437    0.879  2.422  3.6035  1.326    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -1.284 -0.872 -0.086 -0.035 -1.722
0.01471 0.00000 10.07918 0.9845827222 2.4696299558    0.876  2.462  3.5999  1.270    7  0.000  0.474     0.00     0.00     0.00     0.00     0.00 -1 -5.37e-09      0.00 6.964e-01 2.877e-01 2.269e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -1.386 -0.947 -0.143 -0.092 -1.809
0.01471 0.00000 10.07918 0.9845938683 2.4696323738    0.874  2.503  3.5962  1.213    7  0.000  0.473    12.64     9.17     6.38     4.95     4.01  3 -6.59e-09      0.00 6.964e-01 2.877e-01 2.268e-03 1.019e-03 6.389e-03 -1.000 1.594e-02 -1.487 -1.018 -0.193 -0.142 -1.893
0.01471 0.00000 10.07918 0.9846042991 2.4696346367    0.871  2.543  3.5923  1.156    7  0.000  0.473    14.23    10.16     7.03     5.46     4.43  3 -8.09e-09      0.00 6.964e-01 2.877e-01 2.266e-03 1.020e-03 6.389e-03 -1.000 1.593e-02 -1.587 -1.088 -0.240 -0.189 -1.977
0.01471 0.00000 10.07918 0.9846141338 2.4696367701    0.867  2.583  3.5886  1.100    7  0.000  0.473    16.01    11.24     7.74     6.03     4.89  3 -9.94e-09      0.00 6.964e-01 2.877e-01 2.264e-03 1.022e-03 6.389e-03 -1.000 1.588e-02 -1.687 -1.156 -0.285 -0.233 -2.058
0.01471 0.00000 10.07918 0.9846213460 2.4696383347    0.864  2.613  3.5815  1.039    7  0.000  0.472    18.17    12.53     8.59     6.70     5.43  3 -1.16e-08      0.00 6.964e-01 2.877e-01 2.261e-03 1.025e-03 6.389e-03 -1.000 1.586e-02 -1.763 -1.166 -0.246 -0.194 -2.096
0.01471 0.00000 10.07918 0.9846303463 2.4696402870    0.859  2.653  3.5757  0.973    7  0.000  0.470    20.85    14.09     9.61     7.51     6.09  3 -1.43e-08      0.00 6.964e-01 2.877e-01 2.253e-03 1.032e-03 6.389e-03 -1.000 1.586e-02 -1.863 -1.204 -0.231 -0.180 -2.160
0.01471 0.00000 10.07918 0.9846386313 2.4696420842    0.854  2.694  3.5714  0.913    7  0.000  0.469    23.61    15.68    10.64     8.33     6.76  2 -1.75e-08      0.00 6.964e-01 2.877e-01 2.245e-03 1.042e-03 6.389e-03 -1.000 1.586e-02 -1.964 -1.255 -0.242 -0.190 -2.233
0.01471 0.00000 10.07918 0.9846463799 2.4696437650    0.848  2.735  3.5669  0.851    7  0.000  0.467    26.88    17.52    11.82     9.27     7.53  2 -2.15e-08      0.00 6.964e-01 2.877e-01 2.236e-03 1.052e-03 6.389e-03 -1.000 1.586e-02 -2.067 -1.301 -0.234 -0.183 -2.302
0.01471 0.00000 10.07918 0.9846526384 2.4696451225    0.842  2.778  3.5622  0.786    7  0.000  0.465    30.77    19.66    13.20    10.37     8.42  2 -2.67e-08      0.00 6.964e-01 2.877e-01 2.229e-03 1.061e-03 6.389e-03 -1.000 1.586e-02 -2.174 -1.343 -0.214 -0.163 -2.371
0.01471 0.00000 10.07918 0.9846568704 2.4696460405    0.837  2.818  3.5575  0.725    7  0.000  0.464    34.99    21.95    14.66    11.54     9.37  2 -3.26e-08      0.00 6.964e-01 2.877e-01 2.222e-03 1.070e-03 6.389e-03 -1.000 1.586e-02 -2.275 -1.375 -0.176 -0.125 -2.431
0.01471 0.00000 10.07918 0.9846600294 2.4696467257    0.832  2.857  3.5530  0.665    7  0.000  0.463    39.60    24.39    16.21    12.79    10.39  2 -3.94e-08      0.00 6.964e-01 2.877e-01 2.216e-03 1.077e-03 6.389e-03 -1.000 1.586e-02 -2.372 -1.399 -0.121 -0.072 -2.483
0.01471 0.00000 10.07918 0.9846628308 2.4696473333    0.827  2.895  3.5483  0.605    7  0.000  0.462    44.91    27.15    17.96    14.19    11.53  2 -4.74e-08      0.00 6.964e-01 2.877e-01 2.211e-03 1.083e-03 6.389e-03 -1.000 1.586e-02 -2.469 -1.417 -0.053 -0.004 -2.531
0.01471 0.00000 10.07918 0.9846653938 2.4696478893    0.822  2.934  3.5435  0.545    7  0.000  0.461    50.95    30.23    19.90    15.75    12.80  2  -5.7e-08      0.00 6.964e-01 2.878e-01 2.207e-03 1.088e-03 6.389e-03 -1.000 1.584e-02 -2.565 -1.425 0.038 0.087 -2.570
0.01471 0.00000 10.07918 0.9846678376 2.4696484193    0.815  2.973  3.5385  0.483    7  0.000  0.460    58.01    33.77    22.11    17.54    14.25  1 -6.92e-08      0.00 6.964e-01 2.878e-01 2.204e-03 1.092e-03 6.389e-03 -1.000 1.584e-02 -2.662 -1.422 0.154 0.201 -2.601
0.01471 0.00000 10.07918 0.9846699834 2.4696488847    0.809  3.006  3.5340  0.428    7  0.000  0.460    65.01    37.19    24.24    19.26    15.65  1 -8.12e-08      0.00 6.964e-01 2.878e-01 2.202e-03 1.094e-03 6.389e-03 -1.000 1.586e-02 -2.744 -1.406 0.283 0.330 -2.617
0.01471 0.00000 10.07918 0.9846723676 2.4696494019    0.800  3.045  3.5286  0.363    7  0.000  0.459    74.44    41.71    27.04    21.53    17.50  1 -9.85e-08      0.00 6.963e-01 2.878e-01 2.201e-03 1.095e-03 6.389e-03 -1.000 1.591e-02 -2.842 -1.381 0.447 0.492 -2.627
0.01471 0.00000 10.07918 0.9846748114 2.4696499319    0.789  3.083  3.5230  0.296    7  0.000  0.459    85.56    46.90    30.24    24.13    19.62  1 -1.21e-07      0.00 6.963e-01 2.878e-01 2.201e-03 1.095e-03 6.389e-03 -1.000 1.591e-02 -2.937 -1.329 0.658 0.701 -2.613
0.01471 0.00000 10.07918 0.9846773148 2.4696504749    0.775  3.117  3.5178  0.233    7  0.000  0.459    97.48    52.32    33.55    26.83    21.82  1 -1.47e-07      0.00 6.963e-01 2.878e-01 2.201e-03 1.095e-03 6.389e-03 -1.000 1.591e-02 -3.023 -1.264 0.882 0.922 -2.582
0.01471 0.00000 10.07918 0.9846799374 2.4696510437    0.757  3.152  3.5124  0.167    7  0.000  0.459   111.79    58.62    37.38    29.97    24.37  1 -1.82e-07      0.00 6.963e-01 2.878e-01 2.201e-03 1.095e-03 6.389e-03 -1.000 1.591e-02 -3.109 -1.171 1.151 1.189 -2.525
